whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
431,nud,,nud,nud,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
432,nṛ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
433,nṛt,,nṛt,nṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
434,ned,,ned,ned,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
435,pac,,pac,pac,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
436,paj,,paj,paj,II,A₁,,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
437,paṭ,,paṭ,paṭ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
438,paṭh,,paṭh,paṭh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
439,paṇ,,paṇ,paṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
440,pat,1,pat,1 pat,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
441,pat,2,pat,1 pat,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
442,path,,path,path,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
443,pad,,pad,pad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
444,pan,,pn̥,pan,I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
445,pard,,pard,pard,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
446,paś,1,spaś,"1 paś, spaś",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
447,paś,2,spaś,"1 paś, spaś",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
448,pā,1,pø̄,1 pā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
449,pā,2,pā,2 pā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
450,pā,3,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
451,pāy,,pai,pāy,IV,I,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
452,pi,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
453,pinv,,pinv,pinv,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
454,pibd,,pibd,pibd,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
455,piś,,piś,piś,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
456,piṣ,,piṣ,piṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
457,pis,,pis,pis,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
458,pī,1,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
459,pī,2,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
460,pīḍ,,pīḍ,pīḍ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
461,pīy,,pīy,pīy,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
462,puṭ,,puṭ,puṭ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
463,puth,,puth,puth,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
464,puṣ,,puṣ,puṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
465,pū,,pū,pū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
466,pūj,,pūj,pūj,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
467,pūy,,pūy,pūy,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
468,pūr,,pṝ,"1 pṛ, pṛṇ, pūr",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
469,pṛ,1,pṝ,"1 pṛ, pṛṇ, pūr",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
470,pṛ,2,pṛ,2 pṛ,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
471,pṛ,3,pṛ,3 pṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
472,pṛc,,pṛc,pṛc,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
473,pṛṇ,,pṝ,"1 pṛ, pṛṇ, pūr",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
474,pṛt,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
475,pṛś,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
476,pyā,,pyā,pyā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
477,prach,,pṛøch,prach,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
478,prath,,prath,prath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
479,prā,,prā,prā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
480,prī,,prī,prī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
481,pru,,pru,pru,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
482,pruth,,pruth,pruth,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
483,pruṣ,,pruṣ,pruṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
484,plī,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
485,plu,,plu,plu,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
486,pluṣ,,pluṣ,pluṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
487,psā,,psø̄,psā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
488,phakk,,phakk,phakk,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
489,phaṇ,,phaṇ,phaṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
490,phar,,phar,phar,II,R,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
491,phal,1,phal,1 phal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
492,phal,2,phal,2 phal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
493,baṃh,,bn̥h,baṃh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
494,bandh,,bn̥dh,bandh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
495,bal,,bal,bal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
496,bādh,,bādh,bādh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
497,budh,,budh,budh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
498,bul,,bul,bul,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
499,bṛṃh,,vṛṃh,"vṛṃh, bṛṃh",III,R₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
500,bṛh,1,bṛh,1 bṛh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
501,bṛh,2,bṛh,1 bṛh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
502,brū,,brū,brū,I,U₂,,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
503,blī,,vlī,"vlī, blī",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
504,bhakṣ,,bhakṣ,bhakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
505,bhaj,,bhaj,bhaj,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
506,bhañj,,bhn̥j,bhañj,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
507,bhaṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
508,bhaṇ,,bhaṇ,bhaṇ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
509,bhan,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
510,bhand,,bhn̥d,bhand,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
511,bharts,,bharts,bharts,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
512,bharv,,bharv,bharv,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
513,bhal,,bhal,bhal,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
514,bhaṣ,,bhaṣ,bhaṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
515,bhas,,bhas,bhas,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
516,bhā,,bhā,bhā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
517,bhām,,bhām,bhām,IV,M,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
518,bhāṣ,,bhāṣ,bhāṣ,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
519,bhās,,bhās,bhās,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
520,bhikṣ,,bhikṣ,bhikṣ,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
521,bhid,,bhid,bhid,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
522,bhiṣaj,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
523,bhī,,bhī,"bhī, bhīṣ",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
524,bhuj,1,bhuj,1 bhuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
525,bhuj,2,bhuj,2 bhuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
526,bhur,,bhur,bhur,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
527,bhuraj,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
528,bhū,,bhū,bhū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
529,bhūṣ,,bhūṣ,bhūṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
530,bhṛ,,bhṛ,bhṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
531,bhṛjj,,bhṛjj,bhṛjj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
532,bhyas,,bhyas,bhyas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
533,bhraṃś,,bhrn̥ś,"bhraṃś, bhraś",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
534,bhram,,bhrm̥̄,bhram,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
535,bhrāj,,bhrāj,bhrāj,II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
536,bhrī,,bhrī,bhrī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
537,bhreṣ,,bhreṣ,bhreṣ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
538,maṃh,,mn̥h,"maṃh, mah",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
539,majj,,majj,majj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
540,mañc,,manc,mañc,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
541,maṇ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
542,maṇṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
543,maṇḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
544,math,,mn̥th,"math, manth",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
545,mad,,mad,"mad, mand",II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
546,man,,mn̥,man,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
547,mah,,mn̥h,"maṃh, mah",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
548,mā,1,mø̄,1 mā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
549,mā,2,mø̄,2 mā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
550,mā,3,mi,3 mā,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
551,mārg,,mārg,mārg,IV,R,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
553,mi,2,mø̄,"mī, mi",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
554,mikṣ,,mikṣ,mikṣ (miś),I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
555,migh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
556,mith,,mith,mith,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
557,mid,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
558,mil,,mil,mil,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
559,miṣ,,miṣ,miṣ,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
560,mih,,mih,mih,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
561,mī,,mø̄,"mī, mi",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
562,mīl,,mīl,mīl,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
563,mīv,,mīv,"mīv, mū",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
564,muc,,muc,muc,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
565,muṭ,,muṭ,muṭ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
566,mud,,mud,mud,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
567,muṣ,,muṣ,muṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
568,muh,,muh,muh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
569,mū,,mīv,"mīv, mū",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
570,mūrch,,mūrch,"mūrch, mūr",III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
571,mṛ,1,mṛ,1 mṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
572,mṛ,2,mṝ,"2 mṛ, mṛṇ",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
573,mṛkṣ,,mṛøkṣ,mṛkṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
574,mṛc,,mṛc,mṛc,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
575,mṛch,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
576,mṛj,,mṛj,mṛj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
577,mṛḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
578,mṛṇ,,mṝ,"2 mṛ, mṛṇ",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
579,mṛd,,mṛḍ,mṛd,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
580,mṛdh,,mṛdh,mṛdh,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
581,mṛś,,mṛś,mṛś,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
582,mṛṣ,,mṛṣ,mṛṣ,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
584,mokṣ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
585,mnā,,mnā,mnā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
586,myakṣ,,miøkṣ,myakṣ,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
587,mrad,,mṛd,"mṛd, mrad",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
588,mrit,,mrit,"mrit, mlit",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
589,mruc,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
590,mreḍ,,mreḍ,mreḍ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
591,mlā,,mlā,mlā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
592,mluc,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
593,mlup,,mluc,"mruc, mluc, mlup",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
594,mlech,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
595,yakṣ,,yakṣ,yakṣ,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
596,yach,,ym̥,"yam, yach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
597,yaj,,iøj,yaj,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
598,yat,,yat,yat,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
599,yabh,,yabh,yabh,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
600,yam,,ym̥,"yam, yach",I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
601,yas,,yas,"yas, yeṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
602,yah,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
603,yā,,yā,yā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
604,yāc,,yāc,yāc,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
605,yād,,yād,yād,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
606,yu,1,yu,1 yu,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
607,yu,2,yu,"2 yu, yuch",I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
608,yuj,,yuj,yuj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
609,yudh,,yudh,yudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
610,yup,,yup,yup,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
611,yeṣ,,yas,"yas, yeṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
612,raṃh,,ranh,raṃh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
613,rakṣ,,rakṣ,rakṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
614,raṅg,,rang,raṅg,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
615,rac,,rac,rac,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
616,raj,1,rn̥j,"2 raj, rañj",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
617,raj,2,rn̥j,"2 raj, rañj",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
618,rañch,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
619,raṭ,,raṭ,raṭ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
620,raṇv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
621,rad,,rad,rad,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
622,radh,,radh,"radh, randh",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
623,ran,1,ran,1 ran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
624,ran,2,ran,2 ran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
625,rap,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
626,rapś,,rapś,rapś,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
627,raph,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
628,rabh,,rn̥bh,"rabh, rambh",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
629,ram,,rm̥,ram,I,M₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
630,ramb,,ranb,ramb,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
631,rambh,,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
632,raś,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
633,ras,,ras,ras,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
634,rah,,rah,rah,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
635,rā,1,rā,"1 rā, rās",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
636,rā,2,rā,2 rā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
637,rāj,,rāj,rāj,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
638,rādh,,rādh,rādh,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
639,rās,1,rā,"1 rā, rās",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,ambiguous_same_tip,
640,rās,2,rā,"1 rā, rās",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,ambiguous_same_tip,
641,ri,,ri,"ri, rī",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
642,rikh,,rikh,rikh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
